,0,1
Barisal,seat of a first-order administrative division,202242.0
Castillo,populated place,6328.0
Oletta,populated place,1335.0
Fawkner,populated place,12596.0
Bukardi,populated place,0.0
Tajiyat,locality,0.0
Khangabok,populated place,0.0
Keonjhar,second-order administrative division,1801733.0
Jhal Magsi district,second-order administrative division,175000.0
Erzin,populated place,2952.0
Vitali,island,0.0
Bangadi,populated place,0.0
Bukhari Qala,populated place,0.0
Kanisk,populated place,0.0
Daraga district,,
Nagasaki,seat of a first-order administrative division,410204.0
Timbiqui,airport,0.0
Chimoio,seat of a first-order administrative division,256936.0
Ngouboua,populated place,0.0
Yenisehir district,section of populated place,0.0
Aq Tapa,populated place,0.0
Furqlus,depression(s),0.0
Tamu,second-order administrative division,0.0
Parwanipur,administrative division,0.0
Yeed,populated place,8429.0
Al-Qaida,hill,0.0
Lakhisarai,second-order administrative division,1000912.0
Yalkhoy-Mokhk,populated place,4058.0
Alamdanga,third-order administrative division,0.0
Cape town,seat of a first-order administrative division,3433441.0
Kaura,second-order administrative division,0.0
Pensilvania,second-order administrative division,26426.0
Dover,seat of a first-order administrative division,37522.0
Nabiapai,,
Cigli,airport,0.0
Djibo,seat of a second-order administrative division,22223.0
Sarande,seat of a second-order administrative division,15147.0
Albu-Khaddu,,
Damhal Hanjipora,,
Santiago de los Caballeros,seat of a first-order administrative division,1200000.0
Gamay,seat of a third-order administrative division,9125.0
Murran,populated place,0.0
Goa,first-order administrative division,1458545.0
Kirikkale,seat of a first-order administrative division,211138.0
La Rosita,locality,0.0
Elei Sinai,,
Libona,seat of a third-order administrative division,5713.0
Jar Khoshk,populated place,0.0
Jhalakati,second-order administrative division,682669.0
Madanwada,,
Ben Zerga,populated place,0.0
Debathgama,populated place,0.0
Sonepat,populated place,250521.0
Janikhel,locality,0.0
Chegemskiy (District),,
Culiacan,seat of a first-order administrative division,675000.0
Sufa,capital of a political entity,77366.0
Veracruz,first-order administrative division,7058898.0
Matibay,fourth-order administrative division,0.0
Finca La Marina,populated place,0.0
Alakaramtii,,
Ain Bessam,spur(s),0.0
Ganakkata,,
New Haven,populated place,130322.0
Walpita,fourth-order administrative division,0.0
Zara,seat of a first-order administrative division,71258.0
Pudukudyiruppu,,
Eturunagaram,populated place,0.0
Junin district,,
Draguignan,seat of a third-order administrative division,38573.0
Krasnyi Lyman,second-order administrative division,22000.0
Piro Khel,area,0.0
Guatape,second-order administrative division,5838.0
Kilambe,mountain,0.0
Sayadan,populated place,0.0
Dhahran,populated place,99540.0
Saba Yoi district,,
Prato,seat of a second-order administrative division,181820.0
Catak district,,
Finschhafen,second-order administrative division,45287.0
Tshimbulu,populated place,0.0
Nala Malik Din Khel,,
Moro,airport,0.0
Calaocan,populated place,0.0
Shadananda,,
Ziama Mansouria,populated place,0.0
Pazarcik,seat of a first-order administrative division,75977.0
Shelkovskoy (District),,
Yaftal Sufla district,,
Dispur,seat of a first-order administrative division,2000.0
Logomani,populated place,0.0
Columbia,independent political entity,47790000.0
Kyondo,fourth-order administrative division,0.0
Hyattsville,populated place,18501.0
Virginia Beach,seat of a second-order administrative division,452745.0
Sargaran,populated place,0.0
Luito,stream,0.0
Cuilapa,seat of a first-order administrative division,16484.0
Mtubatuba,seat of a third-order administrative division,0.0
Mercedes,seat of a first-order administrative division,42359.0
Turbat district,second-order administrative division,0.0
Yuba City,seat of a second-order administrative division,66941.0
Harding,second-order administrative division,695.0
Girardot,seat of a first-order administrative division,1754256.0
Sang Atesh,area,0.0
Mabrouk,locality,0.0
El Oued,first-order administrative division,647548.0
Zaydan,populated place,0.0
Mari,independent political entity,13796354.0
Ahmad Khel,populated place,0.0
Cartagena del Chaira,second-order administrative division,28678.0
Abud Wak,,
Mohammadia,area,0.0
Bang Kro,populated place,0.0
Albu Isa,populated place,0.0
Sour El Ghozlane,populated place,50204.0
Sijalah,,
Limoges,seat of a second-order administrative division,141176.0
Drosh,populated place,0.0
Nowpora,,
Nawzad,intermittent stream,0.0
Tikapur,second-order administrative division,0.0
Pervomaisk,populated place,41480.0
Shurandam,hill,0.0
Calapuja,seat of a third-order administrative division,0.0
Omurlu,populated place,0.0
Allacapan,seat of a third-order administrative division,3645.0
Ourense,seat of a second-order administrative division,107742.0
Katugastota,populated place,0.0
Irvinestown,populated place,1765.0
Victor Fajardo district,,
Hasilpur,populated place,88031.0
Kutumba,populated place,0.0
Dand-e-Ghori,,
La Zompapera,,
Bundaram,,
Damasa,area,0.0
Makurdi,seat of a first-order administrative division,292645.0
Tall Kusaybah,populated place,0.0
Psagot,israeli settlement,0.0
Feroz Khel,populated place,0.0
La Vainilla,populated place,0.0
Urnieta,seat of a third-order administrative division,5827.0
Busan,seat of a first-order administrative division,3678555.0
Biabanak,second-order administrative division,0.0
Al-Saadiyh,populated place,0.0
Menongue,second-order administrative division,0.0
Lidon,island,0.0
Klerksdorp,seat of a second-order administrative division,178921.0
Noonmati,populated place,0.0
Zeralda,populated place,17563.0
Palestina,semi-independent political entity,3800000.0
Las Pavas,mountain,0.0
Para,seat of a first-order administrative division,1407737.0
Kawasaki,seat of a second-order administrative division,1306785.0
Sperwan,locality,0.0
Mardapal,,
Indelimane,,
Kubang Pasu district,,
Wanah,populated place,0.0
San Antonio Los Ranchos,populated place,0.0
Tenes,second-order administrative division,0.0
Poti,populated place,47149.0
Azeffoun,port,0.0
Labason,third-order administrative division,41357.0
Carapana,hill,0.0
Pakwach,second-order administrative division,0.0
Satnala,populated place,0.0
Merliot City,,
Knoxville,seat of a second-order administrative division,185291.0
Nzorov,,
Barangak,populated place,0.0
Andajes,third-order administrative division,0.0
Buri,seat of a first-order administrative division,219164.0
Bafilo,populated place,22543.0
Cerete,seat of a second-order administrative division,55513.0
Paharpur,populated place,17294.0
Qaimoh,,
Cavite,populated place,115932.0
North Garo Hills district,,
Dharan,populated place,108600.0
Topi,populated place,36340.0
Marcabal,third-order administrative division,0.0
Hazar Juft,area,0.0
Ayorou,populated place,26290.0
Meiganga,populated place,80100.0
Moriani,populated place,45.0
Simaluguri,populated place,0.0
Cornella,populated place,86519.0
Paccha,populated place,0.0
Gole,first-order administrative division,2935.0
Prijedor,seat of a second-order administrative division,36347.0
Taalabaya,populated place,0.0
Sankrail,populated place,27523.0
Chontaul,populated place,8241.0
Bakin Dutse,forest reserve,0.0
Mito,seat of a first-order administrative division,246538.0
Carrickmore,populated place,0.0
Simsiman,mountain,0.0
Yarumal district,,
Zillah,area,0.0
Grimari,second-order administrative division,16486.0
Muzhichi,populated place,0.0
Icononzo,populated place,3540.0
Shedarki,,
Stepanaket,,
Kass district,populated place,0.0
Setubal,seat of a first-order administrative division,117110.0
N'dalatando,seat of a first-order administrative division,383100.0
Sarikamis district,,
Tudun Wada,second-order administrative division,0.0
San Luis Talpa,second-order administrative division,0.0
Huacho district,,
Bhela,populated place,0.0
Tubungan,third-order administrative division,22449.0
Wadi,seat of a second-order administrative division,181212.0
Bariarpur,populated place,14595.0
Dumri,second-order administrative division,0.0
Puncak Jaya district,,
Apalit,seat of a third-order administrative division,77418.0
Chhipadohar,forest reserve,0.0
Santiago district,second-order administrative division,88997.0
Jena,seat of a third-order administrative division,104712.0
Tarki,independent political entity,77804122.0
Novosibirsk,seat of a first-order administrative division,1419007.0
Whitefish Bay,populated place,14110.0
Shemshevo,section of populated place,0.0
Madhupur,populated place,50671.0
Narengi,populated place,0.0
Bo Ngo,populated place,0.0
Alagarno,third-order administrative division,0.0
Mendhar,stream,0.0
Vicenza,seat of a second-order administrative division,107129.0
Badiana,populated place,0.0
Daegu,seat of a first-order administrative division,2566540.0
Souidania,populated place,0.0
Kabasha,hill,0.0
Chechar,administrative division,0.0
Bilchiragh district,,
Ayzariyah,populated place,17455.0
Vellore,populated place,177081.0
Bwalanda,,
Hombori,mountain,0.0
Satkania,populated place,52005.0
Poonch District,second-order administrative division,0.0
Carhuamayo,third-order administrative division,0.0
Dundrum,populated place,12152.0
Manzini,seat of a first-order administrative division,110537.0
Calamba,seat of a first-order administrative division,316612.0
Sirvan district,,
Surkhet district,,
Muradiyah,populated place,0.0
San Martin de Paras district,,
Pur Chaman district,,
Deo,locality,0.0
Macasampen,,
Musayi district,populated place,0.0
Banda,seat of a first-order administrative division,250757.0
dhaka,capital of a political entity,10356500.0
Sartana,populated place,10543.0
Marcos,first-order administrative division,0.0
Sabari district,hotel,0.0
Talaimannar,populated place,0.0
Deba,second-order administrative division,0.0
Limbocandis,fourth-order administrative division,0.0
Khiam,populated place,0.0
Olmeto,populated place,1176.0
Jere district,populated place,0.0
Medford,seat of a second-order administrative division,79805.0
Davis,strait,0.0
Llochegua,third-order administrative division,0.0
Batwar,populated place,0.0
Hillsborough,seat of a first-order administrative division,1000.0
Sheffield,seat of a second-order administrative division,685368.0
Muratove,populated place,0.0
Clady,populated place,0.0
Nakodar,populated place,32405.0
Char Chinah,,
Damt,second-order administrative division,60944.0
Sinjil,populated place,5371.0
Rahaliyah,populated place,0.0
Adado,second-order administrative division,0.0
Yahya Khel,second-order administrative division,0.0
Carabobo,first-order administrative division,2245744.0
Pinillos,second-order administrative division,22801.0
Burkapal,,
Haraza,populated place,0.0
Kakanj,populated place,0.0
Jagraon,populated place,65305.0
Huaripampa,populated place,0.0
Jizan,seat of a first-order administrative division,105198.0
Xinavane,populated place,0.0
Between Makhachkala and Tarki,,
Naag,hill,0.0
Karlivka,populated place,0.0
Ngelzarma,populated place,0.0
Pirrakhuli,,
Camanlangan,fourth-order administrative division,0.0
Numaniyah,hill,0.0
La Primavera,second-order administrative division,10616.0
Chechkatu,,
Campana,seat of a second-order administrative division,81612.0
Nampala,populated place,0.0
Bajaur distrcit,,
Mandai,populated place,0.0
Calamar,second-order administrative division,11183.0
Sadiya,populated place,0.0
Clearwater,seat of a second-order administrative division,113003.0
Pariya,populated place,0.0
Handarat,populated place,0.0
Yanta,seat of a third-order administrative division,79196.0
Qurghonteppa,seat of a first-order administrative division,65000.0
Kohi Safi district,,
Folweni,section of populated place,0.0
Madalla,populated place,11771.0
Nahalin,,
Kokernag,populated place,0.0
Cupertino,populated place,60572.0
Trabzon,seat of a first-order administrative division,244083.0
DeWitt,second-order administrative division,20097.0
Kabala,populated place,17948.0
Gampola,populated place,24730.0
Maccabim,church,0.0
Mabalane,populated place,0.0
Vinayagapuram,populated place,0.0
Birnin-Gwari,second-order administrative division,0.0
San Juan del Carare,,
Curitiba,seat of a first-order administrative division,1718421.0
Lamshang,,
Susa,seat of a first-order administrative division,164123.0
Fomeque,second-order administrative division,12157.0
Las Juntas,second-order administrative division,0.0
Musaga,second-order administrative division,0.0
Aguas Blancas,second-order administrative division,0.0
Mahore,island,0.0
Ormara,airport,0.0
Urfa,first-order administrative division,1801980.0
Sidfa,populated place,0.0
Rashid,port,0.0
Haidarabad,seat of a second-order administrative division,1386330.0
At Tall,seat of a second-order administrative division,55561.0
Ragay,seat of a third-order administrative division,9000.0
Braintree,populated place,53477.0
Ambar,locality,0.0
Kholu,populated place,0.0
Rueso Narathiwat district,,
Gadiang,,
Calamar district,,
Ercis,seat of a second-order administrative division,91915.0
Elbeyli district,,
Jangal Aregh,populated place,0.0
Balete,seat of a third-order administrative division,8662.0
Krishnapur,populated place,0.0
Miramar,populated place,137132.0
Plong Hoi,populated place,0.0
Buncrana,populated place,5546.0
Kohsan,seat of a second-order administrative division,12087.0
Sultankhel,populated place,0.0
Kyangwali,fourth-order administrative division,0.0
Meegalawa,,
Shibam district,,
Sehwan,populated place,41150.0
El Poy,populated place,0.0
San Joaquin,seat of a second-order administrative division,305658.0
Karkamis district,,
Baraya,second-order administrative division,9179.0
Vegalarga,populated place,0.0
Machkund,stream,0.0
Yanbu,populated place,200161.0
Atrai,populated place,0.0
Amroussa,,
Hawrah,locality,0.0
Khammam,populated place,170503.0
Las Pacayas,populated place,0.0
Las Pampas,third-order administrative division,0.0
El-Aouana,populated place,0.0
Amahai,airport,0.0
Salakati,populated place,0.0
Buthidaung,populated place,0.0
Katong,nature reserve,0.0
Kulan,populated place,0.0
Zakhel,intermittent stream,0.0
Robat Sangi district,,
Jagun,locality,0.0
Sassari,seat of a second-order administrative division,91895.0
El Khemis,populated place,75865.0
Alice,populated place,25186.0
Anori district,populated place,0.0
Bhopal,seat of a first-order administrative division,1599914.0
Chakhansur district,,
Chakdara,populated place,0.0
Dumaguete,populated place,113541.0
Tasikmalaya,populated place,271143.0
Mithapur,populated place,0.0
Ereguayquin,populated place,0.0
Hindi,area,0.0
Nguetchewe,populated place,0.0
Pitigala,populated place,0.0
Farah district,populated place,0.0
Navotas,seat of a third-order administrative division,249463.0
Sacama,second-order administrative division,1706.0
Kashfa,,
Savar,second-order administrative division,0.0
Sabong,third-order administrative division,0.0
Sawran,second-order administrative division,0.0
Davenport,seat of a second-order administrative division,102582.0
Abbasiya,populated place,25600.0
Tiraspol,seat of a first-order administrative division,157000.0
Sangar,populated place,4633.0
Venustiano Carranza,section of populated place,447459.0
Stepanakert,populated place,53100.0
Walnut Creek,populated place,68910.0
Shamilskiy district,,
Hambagda,third-order administrative division,0.0
Fuwwah,populated place,63310.0
Coti Chiavari,populated place,509.0
Oghi,populated place,0.0
Entre Rios,first-order administrative division,1158147.0
Ciudadela,locality,0.0
Mandaitivu,fourth-order administrative division,0.0
Murshidabad,second-order administrative division,7103807.0
Saposoa,seat of a third-order administrative division,14894.0
Gilford,populated place,285342.0
Guarjila,populated place,0.0
Atyrau,seat of a first-order administrative division,180000.0
Chupan,populated place,0.0
Tres Calles,mountain,0.0
Khrew,,
Ath Mansour,,
Chrea,populated place,0.0
Al-Rai,populated place,0.0
Tumbes,seat of a first-order administrative division,109223.0
Kumasi,seat of a first-order administrative division,1468609.0
Uspenka,area,0.0
Horowupatana,,
Tando Adam,populated place,125598.0
Boca de Cupe,seat of a third-order administrative division,877.0
Abbarah,locality,0.0
Fateh Abad,populated place,0.0
Dooru,,
Ezikhaweni,,
Sokode,seat of a first-order administrative division,117811.0
Fadan Karshi,populated place,0.0
Talwandi Bhai,populated place,16391.0
LIma,capital of a political entity,7737002.0
Herault district,,
Khwezai,,
Kumbotso,second-order administrative division,0.0
Spin Jumat,mountain,0.0
Diriamba,seat of a second-order administrative division,35008.0
Disho district,,
Ouled Brahim,tribal area,0.0
Muradiye district,,
Shavei Shomron,,
Caddow Dibille,,
Ustaritz,populated place,5662.0
Mbale,seat of a second-order administrative division,76493.0
Kayo Mati,,
Angunukolapalessa,,
Lashkar Gah district,,
Bogazoren,populated place,1323.0
Vernon,populated place,26037.0
Guayana City,seat of a second-order administrative division,746535.0
Darah ye Nur,locality,0.0
Fundacion district,hospital,0.0
Ratnanagar,second-order administrative division,0.0
Harangajao,railroad station,0.0
Kronberg im Taunus,populated place,17730.0
Sverdlovsk,seat of a first-order administrative division,1349772.0
Dukalam,mountain,0.0
Pakelle,populated place,0.0
Catbalogan,seat of a third-order administrative division,68081.0
Buritica,second-order administrative division,6955.0
Pa Rai,second-order administrative division,24605.0
Tamun,populated place,0.0
Az Zahir,region,0.0
Rashad district,populated place,0.0
Rasht,seat of a first-order administrative division,594590.0
Jamdohora,,
Palukasamoh,,
El Copey,seat of a second-order administrative division,18136.0
Murghab,locality,0.0
Vladivostok,seat of a first-order administrative division,587022.0
Tafalla,seat of a third-order administrative division,11394.0
Jehangira,populated place,0.0
Tenth of Ramadan,populated place,0.0
Saihat,populated place,66702.0
Kibleg,populated place,0.0
Hamdaniyah,populated place,0.0
Waeng (District),,
Juticalpa,seat of a first-order administrative division,33686.0
Templepatrick,populated place,1627.0
Auckland,seat of a first-order administrative division,417910.0
Paranas,third-order administrative division,30557.0
Santa Cecilia,populated place,15092.0
Garkida,populated place,0.0
Moktama,populated place,48629.0
Mammanti,,
As Sakran,populated place,0.0
Pangsha,third-order administrative division,0.0
Khorramabad,seat of a first-order administrative division,329825.0
El Cerrejon,mountain,0.0
Mandi Kas,populated place,0.0
Doroluman,,
Khak-e Afghan,second-order administrative division,0.0
Koh Sayad,populated place,0.0
Katarko,populated place,0.0
Thung Yang Daeng,second-order administrative division,20009.0
Obryv,populated place,0.0
Kot Azam,populated place,0.0
Pitu Mudi,,
Rhodes,first-order administrative division,51829.0
Copiapo,seat of a first-order administrative division,129280.0
Tatvan district,,
Puerto Lopez,second-order administrative division,28790.0
Potoru,populated place,4937.0
Regi,area,0.0
Lakan,locality,0.0
Musayyib district,seat of a second-order administrative division,42901.0
Par Hoti,populated place,0.0
Bayt Hanun,populated place,37392.0
Nasugbu,seat of a third-order administrative division,62857.0
Dagahaley,locality,0.0
Boaco,first-order administrative division,171000.0
Boali,second-order administrative division,0.0
Bandar,capital of a political entity,64409.0
Yauco,first-order administrative division,42043.0
Tarkumiya,,
Khebda,populated place,2749.0
Niakhoum,,
Gouzoudou,populated place,0.0
Abu Kabir,populated place,100684.0
Athy,populated place,12855.0
Killeter,populated place,0.0
Mokanji,populated place,39.0
Kitale,seat of a first-order administrative division,75123.0
Dand Shahabuddin,,
Ciudad Arce,populated place,10095.0
Aktutun,populated place,0.0
Ayvalik,populated place,0.0
Ames,populated place,65060.0
Maydani,mountain,0.0
Dibrugarh district,seat of a second-order administrative division,122155.0
Jalazun,refugee camp,7708.0
Alfortville,populated place,37290.0
Fargo,seat of a second-order administrative division,118523.0
Baath,populated place,0.0
Kalahandi district,populated place,0.0
Huaylas,second-order administrative division,0.0
Planeta Rica,populated place,37297.0
Majdal Anjar,populated place,0.0
Fivemiletown,populated place,1109.0
Cangallo district,,
Caato,populated place,0.0
Ukum district,,
Shelkovskoy district,,
Cardiff,seat of a first-order administrative division,447287.0
Dufair,,
Tashan Alade,,
Udawalawa,populated place,0.0
Tangmang,populated place,0.0
Wadi Marqas,,
Langadu,populated place,0.0
Rancho Grande,second-order administrative division,0.0
Bishenpur,populated place,0.0
Isla Vista,locality,0.0
Dir district,second-order administrative division,0.0
Shilo,populated place,0.0
Algeciras district,,
Belen de Umbria district,,
Manati,first-order administrative division,44113.0
Ban Taba,,
Sibuco,seat of a third-order administrative division,3327.0
Ricaurte district,section of populated place,0.0
Tocumen,seat of a third-order administrative division,50844.0
Montevista,seat of a third-order administrative division,10147.0
Ballyclare,populated place,9472.0
Zuwara,mountain,0.0
Sunamganj,second-order administrative division,2467968.0
cucuta,seat of a first-order administrative division,721398.0
Mostaganem,seat of a first-order administrative division,130000.0
Adelaide,seat of a first-order administrative division,1225235.0
Freital,populated place,39027.0
Tocoa,second-order administrative division,53191.0
Madhabdi district,fourth-order administrative division,0.0
Bazargan,populated place,0.0
Nazimiye district,,
Abisinia,populated place,0.0
Bhamragad,,
Al-Birth,church,0.0
Al-Fashir,seat of a first-order administrative division,252609.0
Bama district,section of populated place,0.0
Mizan,populated place,41263.0
huanta,second-order administrative division,0.0
Nordheim,populated place,774.0
Ihassamen,,
Khenchela,seat of a first-order administrative division,117000.0
Milfield,populated place,0.0
Ongole,populated place,172872.0
Laalam,locality,0.0
Mollepata,locality,0.0
Nili,seat of a first-order administrative division,0.0
Velez,island,0.0
Sopelana,seat of a third-order administrative division,12359.0
Ongwediva,second-order administrative division,0.0
Musian,populated place,0.0
Ruacana,airport,0.0
Malasila,populated place,5864.0
Dromore,populated place,218.0
Quibdo district,,
Bekasi,populated place,1520119.0
Amatitan Arriba,populated place,0.0
Shrewsbury,seat of a second-order administrative division,71715.0
Pereira district,populated place,0.0
Goz Beida,seat of a first-order administrative division,1000.0
Hobo district,lake,0.0
Ciudad Antigua,seat of a first-order administrative division,39368.0
Beit Jallah,,
Xesic,populated place,0.0
Corinth,second-order administrative division,1382.0
Tiskopi,populated place,0.0
Ben Choud,populated place,0.0
La Gallinera,populated place,0.0
Hanau,seat of a fourth-order administrative division,88648.0
Matanza,populated place,1669.0
Registan district,,
Puerto Sandino,populated place,0.0
Maharagama,populated place,66576.0
Sandaouadjiri,populated place,0.0
Spin Ghar,mountains,0.0
Sergokalinsky  (District),,
Khan,seat of a second-order administrative division,788915.0
Aleosan district,,
Mando Zayi district,,
Luq,mountain,0.0
Lawaan,populated place,0.0
Malabog,fourth-order administrative division,0.0
Groningen,seat of a first-order administrative division,181194.0
La Gloria,second-order administrative division,14586.0
El Castillo district,,
Bojaya,second-order administrative division,9941.0
Srirampur,populated place,0.0
Tacachico,populated place,3033.0
Hamdan district,populated place,0.0
Cerro Blanco,mountain,0.0
Al-Falahat,area,0.0
Carnlough,populated place,1427.0
Tampakan,third-order administrative division,39525.0
Orebro,seat of a first-order administrative division,115765.0
Shakardara,populated place,0.0
Aipe,second-order administrative division,19783.0
Ummarari,,
Varna,seat of a first-order administrative division,312770.0
Siberia,region,0.0
Tubigan,populated place,0.0
Curumani district,,
Balumath,populated place,0.0
Papeete,capital of a political entity,26357.0
Zakar Khel,populated place,0.0
Rajbari,second-order administrative division,1049778.0
Kuje,seat of a second-order administrative division,97367.0
Balabagan,third-order administrative division,26819.0
Nilaveli,populated place,0.0
Wambache,,
Tin Zaouatine,,
Emeryville,populated place,11694.0
Catete,second-order administrative division,9222.0
Kharprakhol,,
Brokopondo,seat of a first-order administrative division,14662.0
Pedarak,,
Telpaneca district,,
Bue Re,populated place,0.0
Incheon,seat of a first-order administrative division,2628000.0
Palliyagodella,locality,0.0
Burin,populated place,0.0
Chebaa,populated place,0.0
Manjhi Pur,,
Yayladere,populated place,0.0
Maigra,,
Daronta,,
Sangali,area,0.0
Besancon,seat of a second-order administrative division,128426.0
Dulje,populated locality,0.0
Hawina,populated place,0.0
Bambara Maounde,populated place,0.0
Bandgaon,populated place,0.0
White Kulaman,fourth-order administrative division,0.0
Sahar,second-order administrative division,0.0
Paletara,valley,0.0
Damous,populated place,0.0
Har Bracha,,
Mukoko,populated place,0.0
Hacari district,,
Sandah,populated place,0.0
Sayid Gharib,,
Pagadian City,seat of a first-order administrative division,186852.0
Derecik,populated place,0.0
Katzir,populated place,0.0
Bihsud,locality,0.0
Jacmel,seat of a first-order administrative division,137966.0
Tola,second-order administrative division,22012.0
Wilpattu,park,0.0
Liborina,second-order administrative division,9475.0
Kotli,seat of a second-order administrative division,640000.0
Hilltown,populated place,0.0
Rolpa district,,
Than To (District),,
Cambrils,populated place,32422.0
Dmytrivka,populated place,0.0
Dragas,peak,0.0
Marihatag,populated place,3829.0
Ango district,populated place,0.0
Shaidu,populated place,0.0
Ahmed Wal,,
San Juan de Rioseco,seat of a second-order administrative division,0.0
Meigh,populated place,0.0
Sierra Nevada,mountains,0.0
Nasyr-Kort,third-order administrative division,0.0
Heide,locality,0.0
Sangay,seat of a first-order administrative division,22315474.0
Anabta,populated place,7106.0
Pech district,seat of a first-order administrative division,48962.0
Bouchakour,shrine,0.0
Bare Nuea,,
Tubay,seat of a third-order administrative division,7946.0
La Oroyo,,
Mendipathar,,
Gulladuff,populated place,0.0
La Pinuela,populated place,20.0
New Corella,seat of a third-order administrative division,20574.0
Kodiet-Mubarak,,
Taif,populated place,530848.0
Basantgarh,populated place,0.0
Colomba,second-order administrative division,38746.0
Bato,lake,0.0
Batong,island,0.0
Toulepleu,populated place,14098.0
Pintatagan,fourth-order administrative division,0.0
Kaya,seat of a first-order administrative division,39229.0
Northern Trunk Highway,,
Tulpa,populated place,0.0
Giessen,seat of a second-order administrative division,74411.0
Castledawson,populated place,2263.0
Amnaija,,
Elasha Biyaha,,
Honolulu,seat of a first-order administrative division,371657.0
Augsburg,seat of a second-order administrative division,259196.0
Mizdah,populated place,26107.0
Ghundai,locality,0.0
Vettilaikerni,,
Kinama,second-order administrative division,0.0
Batis,seat of a first-order administrative division,4631392.0
Ljubljana,capital of a political entity,272220.0
Gelsenkirchen,seat of a third-order administrative division,270028.0
Bakhtiar,populated place,0.0
Asmera,capital of a political entity,563930.0
Makin,populated place,1834.0
San Lucas Toliman,populated place,14545.0
Heglig,airport,0.0
Broughshane,populated place,2581.0
Kurakhove,populated place,0.0
Longview,seat of a second-order administrative division,82287.0
Kralagund,populated place,0.0
Takhta Pul,populated place,0.0
Hammarasdale,,
Rueso ((District)),,
Ngora,second-order administrative division,0.0
Khwaja Umari,,
Trnovi,populated place,0.0
Lata,seat of a first-order administrative division,553.0
Chia,populated place,148113.0
Hakkari district,,
Palai,area,0.0
Zawa,area,0.0
Joh I Rong,,
Namibia,independent political entity,2128471.0
Mpophomeni,populated place,26229.0
Delli Abbas,populated place,0.0
Fort Beaufort,seat of a third-order administrative division,58419.0
Koza Bandai,,
Albu Jawari,marsh(es),0.0
Las Burras,locality,0.0
Yauyos,second-order administrative division,0.0
Bayindir,second-order administrative division,40690.0
Kusaybah,locality,0.0
Atbasar,populated place,34797.0
Dobrosin,populated place,0.0
Barrancas,seat of a first-order administrative division,1380425.0
Orange,seat of a first-order administrative division,15298.0
Northern Highway,peak,0.0
Chakarbandha,,
Olmos,second-order administrative division,0.0
Kalawag,seat of a second-order administrative division,31717.0
Bushmills,populated place,1309.0
Casabianda,populated place,0.0
Jamaare,second-order administrative division,0.0
Ornach,area,0.0
Chapel Hill,populated place,59568.0
Nabi Taher,populated place,0.0
Altinsu,populated place,0.0
Yelwa,populated place,0.0
Chehe,populated place,0.0
Mangal,locality,0.0
Capas,populated place,72070.0
Qurghan district,populated place,0.0
Dukin,populated place,0.0
Tiyas,populated place,0.0
Yingor,,
Kuldan,populated place,0.0
Lakshmipur,populated place,61703.0
Hirkse,,
Am Dafok,populated place,0.0
Kamjong district,,
Barberton,seat of a third-order administrative division,67927.0
Buga district,populated place,0.0
Weligama,populated place,22179.0
Toril,third-order administrative division,183.0
Hasti,populated place,0.0
Chimichagua,second-order administrative division,30993.0
Lucapa,second-order administrative division,0.0
Gumbat,populated place,0.0
Calera,second-order administrative division,23768.0
Chiawelo,populated place,0.0
Mohammedia,seat of a third-order administrative division,187708.0
Melilla,seat of a first-order administrative division,73460.0
Gayabari,populated place,0.0
Boblingen,seat of a third-order administrative division,46282.0
Balachaur,populated place,19166.0
Saiza,populated place,0.0
El Aparejo,locality,0.0
Bagzai,populated place,0.0
Pichari,populated place,0.0
Psedakh,populated place,6964.0
Blarney,populated place,2437.0
Cuyotenango,second-order administrative division,0.0
Ataikula,populated place,0.0
Chakwal,seat of a second-order administrative division,101200.0
El Troncal,populated place,0.0
Khwaja Du Koh district,,
Tangail district,populated place,180144.0
Wafa,park,0.0
Canasgordas,second-order administrative division,16816.0
Aduwari,populated locality,0.0
Pasuquin,seat of a third-order administrative division,5768.0
Cabadbaran,populated place,31114.0
Marte district,military installation,0.0
Tirkit district,,
Yari,locality,0.0
Maguiresbridge,,
Kislovodsk,populated place,132771.0
Tepi,volcano,0.0
New Israel,populated place,31774.0
Arab Jasim,locality,0.0
Rashaf,populated place,0.0
Armenia district,locality,0.0
Strand,populated place,0.0
Mada,second-order administrative division,0.0
Ahoghill,populated place,3633.0
El Refugio,populated place,0.0
Saint Denis,capital of a political entity,137195.0
Ladia,populated place,0.0
Singen,populated place,45696.0
Al-Khader,wadi,0.0
Kushki Kuhna district,,
Kulangar,populated place,0.0
El Cedro,locality,0.0
Mirhama,,
Zapopan,seat of a second-order administrative division,987516.0
Ramnagar,second-order administrative division,0.0
Welikanda district,,
Makeni,seat of a first-order administrative division,87679.0
Thakurgaon,populated place,71096.0
Picota,second-order administrative division,0.0
Guingamp,seat of a third-order administrative division,9023.0
Mesker-Yurt,populated place,11147.0
Naameh,populated place,0.0
Khasan'ya,populated place,0.0
Ajas,third-order administrative division,1359.0
Mitrovice,seat of a first-order administrative division,107045.0
Phutthamonthon,second-order administrative division,48840.0
Paklo,locality,0.0
Tortoorow,,
Murdanda,,
Nuapada,second-order administrative division,610382.0
Gardan,locality,0.0
Leiva,second-order administrative division,11785.0
Gush Katif,abandoned airfield,0.0
Tugaya,island,0.0
Zain Loti,,
Al-Awamiyah,populated place,0.0
Garhi,populated place,13666.0
